filename,text
clinical_trial_NCT06647368.html,"NCT ID: NCT06647368

Title: Investigating the Effect of Glucagon on Cognitive Function and Cerebral Glucose Metabolism in Humans: A Pilot study_A

Status: RECRUITING


Brief Summary:
The aim of the study is to develop a non-invasive method for quantifying cerebral glucose metabolism by PET scans in humans. This method will be used in subsequent studies, where the effect of the pancreatic hormone glucagon on cerebral glucose metabolism will be studied.

The golden standard for quantifying cerebral glucose metabolism by PET scans is based on arterial blood sampling, which complicates research setup. This study will investigate if image derived measurements instead of arterial blood samples can be used to quantify cerebral glucose metabolism.

We will compare the calculations of cerebral glucose metabolism based on arterial blood samples and image derived measurements and hopefully these will correlate.

Healthy participants will be included, and each participant will participate in one study day, which includes intravenous administration of radioactively labelled glucose (18-FDG), arterial blood sampling and PET scans.


Detailed Description:
Participants will arrive after a four hour fast. An arterial cannulation will be placed in the radial or brachial artery for blood sampling. A venous catheter will be placed in the antecubital vein for administration of 18-FDG. Blood glucose is measured.

Before administration of 18-FDG a ""low dose"" CT scan of the heart and brain will be performed.

At time 0 minutes 20 MBq 18-FDG will be administered, 10 minutes automatic blood sampling (from the arterial cannulation) will be started and a 10 minutes three part dynamic PET scan of the heart will be performed.

Approximately at time 20 minutes 180 MBq 18-FDG will be administered and a 40 minutes three part dynamic PET scan of the brain will be performed. During the first 10 minutes of the brain scan automatic blood sampling (from the arterial cannulation) will be performed and thereafter manual blood sampling will be performed every 5 minutes.

After the 40 minutes brain PET scan a 5 min post scan of the heart will be performed.

Radioactivity will be measured in the arterial blood samples and the results will be used for an Arterial Input Function (AIF).

Radioactivity measurements derived from the heart scans will be used for an Image Derived Input Function (IDIF).


Eligibility Criteria:
Inclusion Criteria:

* Capable of understanding the participant information and signing the consent form
* Between 25 and 70 years of age
* Body mass index \<= 25 kg/m\^2

Exclusion Criteria:

* Enrolment in other research project that might interfere with the study
* Diabetes diagnosis
* Pregnancy or breastfeeding
* Use of medications which, in the opinion of the investigator, may jeopardise participant's safety or compliance with the protocol
* Diagnosis of psychiatric disorders, dementias, or any other neurological disorders that in the opinion of the investigator preclu"
clinical_trial_NCT06713668.html,"NCT ID: NCT06713668

Title: Augmented Pacing for Shock in the Cardiac Intensive Care Unit - A Pilot Patient-level Crossover Trial

Status: RECRUITING


Brief Summary:
The goal of this clinical trial is to learn if backup pacing at an increased rate improves hemodynamics in adults with relative bradycardia, a permanent pacemaker, and cardiogenic shock. The main question it aims to answer is:

Does increasing the backup pacing rate to 100 beats per minute lead to improved cardiac index compared to a backup pacing rate of 75 beats per minute

Participants who are already hospitalized in the Cardiovascular Intensive Care Unit with a permanent pacemaker and pulmonary artery catheter in place will be enrolled in this study. Participants will be exposed to each pacemaker rate in a randomized order with hemodynamics assessed after 10 minutes at each rate.


Eligibility Criteria:
Inclusion Criteria:

* Adults (age 18 and older)
* Located in the CVICU
* FDA approved permanent pacemaker in place (inclusive of dual-chamber and Bi-Ventricular ICDs) with labeling that allows backup pacing setting at 100 bpm.
* Receiving a vasopressor or Inotrope for at least 4 hours
* Average HR ≤ 75 bpm over the last hour (on Telemetry review)
* Pulmonary artery catheter in place with functioning thermistor and pulmonary artery port.

Exclusion Criteria:

* Single chamber Implantable Cardiac Defibrillator
* Sinus rhythm with a leadless pacemaker
* Ventricular Tachycardia or Ventricular Fibrillation arrest in last 48 hours
* Hemodynamic instability within the last 4 hours, defined as an increase in the dose of norepinephrine \> 10 mcg/min, an increase of epinephrine \> 10 mcg/kg/min, or initiation of a second vasopressor
* Alternative indication for pacing rate change (i.e Torsade de Pointes, Recurrent Ventricular Tachycardia)
* Comfort-focused care or anticipated death within 24 hours
* Mechanical circulatory support in place
* Newly discovered pacing system malfunction (lead displacement, loss of capture, elevated capture threshold, significant lead impedance change, battery depletion, undersensing or oversensing)
* Non-English Speaking

Age Range: 18 Years - N/A

Sex: ALL

Healthy Volunteers: False"
clinical_trial_NCT02721368.html,"NCT ID: NCT02721368

Title: Clinical Study of Neuramis® Volume Lidocaine to Evaluate the Efficacy and Safety for Temporary Restoring the Mid-face Volume

Status: COMPLETED


Brief Summary:
The purpose of this study is to compare the safety and efficacy of Neuramis® Volume Lidocaine, which is a biomaterial prosthesis and graft, with Juvederm® Voluma® with Lidocaine, for the patients who need correction due to a moderate-to-severe volume loss in the mid-facial region by inducing temporary volume restoration in mid-facial region. After the pivotal study, extension study will be conducted to confirm long-term safety and efficacy.


Detailed Description:
This is a multi-centered, randomized, double-blind, split-face clinical study on investigational device. The subjects in this clinical trial receive application of the investigational device on the right and left side of the mid-facial region (Neuramis® Volume Lidocaine or Juvederm® Voluma® with Lidocaine). After the pivotal study, extension study will be conducted to confirm long-term safety and efficacy.


Eligibility Criteria:
Inclusion Criteria:

1. Subject aged between 35 and 65.
2. Mid-facial region symmetrical, severity greater than MFVDS moderate-to-severe level

Exclusion Criteria:

1. Those who have anticoagulant therapy, antiplatelet therapy, and non-steroidal anti-inflammatory drugs
2. Those who have history of receiving the procedures which are considered to affect on the assessment of this clinical trial.
3. Those who has thin skin in the mid-facial area
4. Those with hypersensitivity to sodium hyaluronate or lidocaine or amide type local anesthetics

\<Extension Study\>

Inclusion Criteria:

1. Participated in the pivotal study and completed the end of study visit
2. Agreed not to receive any procedure or treatment that may have an effect on the restoration of the mid-face volume while participating in the extension study

Exclusion Criteria

1. Those who have following procedual history between completion of the pivotal study and entry of extension study

   \- facial plastic surgery, tissue grafting or tissue augmentation using implant, thread lifting
2. Subjects with asymmetric MVD(Mid-face volume deficit) or facial scar interfering with accurate assessment

Age Range: 35 Years - 65 Years

Sex: ALL

Healthy Volunteers: True"
clinical_trial_NCT06100068.html,"NCT ID: NCT06100068

Title: Hyperventilation and Oxygenation to Increase Breath Hold in Breast Cancer Irradiation Treatment (HOBBIT) 3: Mental Exercises and Temporal Alteration

Status: COMPLETED


Brief Summary:
In the HOBBIT-trial by Vakaet et al. A protocol was developed to increase breath-hold time using (voluntary) hyperventilation and oxygenation to achieve DIBH times around 3 minutes.

Multiple non-medical interventions are being investigated to prolong a L-DIBH that are feasible in clinical practice. One of these methods will be to alter the time perception of the subjects. It has been noted in multiple studies (both medical and not) that slowing a person's perception of time results in an increase in breath-hold time. This alteration in time perception can be achieved with the use of a slowed clock as well as the usage of mental or physical exercises to preoccupy the subjects.

Volunteers will then be randomised into either the standard arm or the intervention arm. The intervention arm will follow standard protocol regarding DIBH preparation, though during the L-DIBH they will be asked to perform a simple mental exercise on a tablet. After 2 sessions of 3 L-DIBHs each, there will be a cross-over to the other arm in order to ascertain comfort and preference with each technique.


Detailed Description:
Adjuvant radiation therapy has a well-established role in the treatment of breast cancer complementing surgery and systemic treatment, improving survival and local control in both local and regional disease. The long-term follow-up, however, does show increased cardiac morbidity and mortality. The risk of heart disease is greatest in patients receiving a higher heart dosage i.e., left sided breast cancer and irradiation of the internal mammary lymph nodes and does not appear to have a threshold. Lowering heart dose can be achieved by improved planning methods as well as increasing the distance between the target volume and the heart. A deep inspiration breath-hold (DIBH) is often used to this end.

An unassisted DIBH is between 12 and 30 seconds; a simple breast irradiation averages 4 DIBHS for completion. More advanced radiotherapy plans (including lymph nodes) needs up to 20 DIBHs. This great amount is both physically and mentally exhausting.

A protocol was developed to increase breath-hold time using (voluntary) hyperventilation and oxygenation to achieve DIBH times around 3 minutes.

Multiple non-medical interventions are being investigated to prolong a L-DIBH that are feasible in clinical practice. One of these methods will be to alter the time perception of the subjects. It has been noted in multiple studies (both medical and not) that slowing a person's perception of time results in an increase in breath-hold time. This alteration in time perception can be achieved with the use of a slowed clock as well as the usage of mental or physical exercises to preoccupy the subjects."
clinical_trial_NCT02014168.html,"NCT ID: NCT02014168

Title: A Phase I Study to Determine the Safety and Immunogenicity of Co-administration of the Candidate Influenza Vaccine MVA-NP+M1 and the Viroflu® Seasonal Influenza Vaccine

Status: TERMINATED


Brief Summary:
This is a single blinded placebo controlled phase I study, to assess the safety and immunogenicity of co-administration of the candidate influenza vaccine MVA-NP+M1 with the Viroflu® seasonal influenza vaccine. All volunteers recruited will be healthy adults aged 18 and over.


Detailed Description:
This study is designed to test the safety and effectiveness of a combination of two vaccines for influenza. One of these vaccines will be the seasonal influenza vaccine 'Viroflu' ('Inflexal V'). The second will be an investigational viral vectored vaccine called MVA NP+M1. The rationale for combining these two vaccines is that they work differently and that by combining the two vaccines, stronger and broader immune responses may be produced.

The MVA NP+M1 vaccine has been evaluated in five previous clinical trials. In total, over 80 volunteers have received this vaccine. There have been no vaccine related serious adverse events. Higher doses of MVA NP+M1 are more reactogenic, however at the dose to be used in this study the majority of adverse events are mild.

20 volunteers will be recruited in this study. They will all be adults over the age of 18. Volunteers will be assigned to one of two groups. Volunteers in group 1 will receive Viroflu, followed by a dose of MVA NP+M1. Volunteers in group 2 will receive Viroflu followed by a placebo injection (saline). Volunteers will be blinded so that they do not know which group they have been allocated to and will be asked to complete diary cards listing any adverse events after vaccination.

Vaccinations will be administered into the thigh as the deltoid muscle is not normally large enough to accept two intramuscular injections.

Volunteers will followed up for 6 months in total. Two days after vaccination they will receive a telephone call from one of the clinical team. They will then attend three follow up visits (at weeks 1, 3 and 26). At each visit, volunteers will have blood tests taken and will be questioned about any adverse events they may have experienced.


Eligibility Criteria:
Inclusion Criteria:

* Healthy adults aged 18 years and over
* Able and willing (in the Investigator's opinion) to comply with all study requirements
* Willing to allow the investigators to discuss the volunteer's medical history with their General Practitioner
* For heterosexual, pre-menopausal females only, willingness to practice continuous effective contraception during the study and a negative pregnancy test on the day of vaccination
* Agreement to refrain from blood donation during the course of the study
* Provide written informed consent

Exclusion Criteria:

* Participation in another research study involving an investigational product in the 30 days preceding enrolment, or planned u"
clinical_trial_NCT00279968.html,"NCT ID: NCT00279968

Title: Investigating Significant ICD Heart Therapies Registry Study (INSIGHTS ICD Registry)

Status: COMPLETED


Brief Summary:
The purpose of the Registry is to collect data on how Implantable Cardioverter Defibrillator (ICD) therapies and medications are being used by physicians to treat ventricular arrhythmias in order to better understand how to improve the clinical care of patients and effectiveness of ICD therapies.


Eligibility Criteria:
Inclusion Criteria:

* Patients 18 years of age or older.
* Patients or legal guardians who are willing and able to sign a Permission for Access to and Use of Health Information in a Registry Form and, if required by an Institution's IRB, an Informed Consent.
* New or replacement implants of Medtronic market released single, dual or triple chamber ICDs including: GEM VR, GEM DR, GEM III AT, Marquis VR, Marquis DR, Maximo DR, Maximo VR, InSync ICD, InSync Marquis ICD and InSync II Marquis ICD.

Exclusion Criteria:

* Patients enrolled in a device study which effects programming and or treatment.

Age Range: 18 Years - N/A

Sex: ALL

Healthy Volunteers: False"
clinical_trial_NCT04204668.html,"NCT ID: NCT04204668

Title: A Randomized Trial Comparing Surgical Treatments for Neuroma Pain in Amputees

Status: WITHDRAWN


Brief Summary:
Amputees often suffer from relentless pain and disability resulting from symptomatic neuromas within the amputation stumps. When conservative measures fail to address these symptoms, two contemporary surgical approaches to treat symptomatic neuromas have become the most popular. Targeted muscle reinnervation (TMR) is a procedure which involves transferring the injured proximal nerve stump into a terminal nerve branch entering muscle, such that the axons from the proximal nerve stump will regenerate into the muscle and thereby prevent neuroma recurrence. Regenerative peripheral nerve interfaces (RPNIs) are muscle grafts placed on the proximal nerve stumps that serve as targets for the regenerating axons from the proximal nerve stumps.

While TMR and RPNIs have demonstrated promise for the treatment of symptomatic neuromas, prospective comparative data comparing outcomes with these two approaches is lacking.

The investigators have recently developed a novel approach to treat symptomatic neuromas that provides vascularized, denervated muscle targets (VDMTs) for the axons regenerating from the severed proximal nerve stump to reinnervate. This is accomplished by islandizing a segment of muscle on its blood supply and ensuring complete denervation prior to implanting the neighboring transected nerve stump into this muscle. VDMTs offer theoretical benefits in comparison to RPNIs and TMR that the investigators also aim to test in the proposed study.

The investigators' objective is to enroll amputees with symptomatic neuromas into a prospective study in which amputees will be randomized to undergo TMR, RPNI, or VDMT and subsequently monitored for pain and disability for 1-year post-operatively. The investigators' specific aims are as follows: 1) Test the hypothesis that VDMTs are more effective than TMR and RPNIs with regards to treating pain and disability associated with symptomatic neuromas; 2) Provide the first level one, prospective data directly comparing the efficacy of TMR and RPNIs.


Detailed Description:
Extremity amputations are common operations both in the United States and other areas of the world. It is estimated that there are nearly 2 million adults living in the United States alone. Etiologies for extremity amputation are diverse but the most common indications include complications of type 2 diabetes, non-diabetic peripheral vascular disease, trauma, and oncologic conditions. Given the increasing prevalence of several of these pathologies, conservative estimates suggest that the population of people living with an amputated limb will likely double within the next several decades."
clinical_trial_NCT05996068.html,"NCT ID: NCT05996068

Title: Enhancing Trauma Resuscitation Through Arterial Line Integration: A Before-After Study

Status: ACTIVE_NOT_RECRUITING


Brief Summary:
Accident-related deaths is the 7th leading cause of death in Taiwan, and most of them is due to trauma from falls and traffic accident. Among trauma patients, the common cause of death is from hemorrhagic shock. Thus, real-time and accurate blood pressure monitoring is important for trauma patients. Incorrect blood pressure monitoring can lead to adverse events like traumatic cardiac arrest and shock and can also delay the time for intervention (fluid resuscitation, blood transfusion and operation). The current practice of blood pressure monitoring in trauma patient is by non-invasive blood pressure monitoring, which may be incorrect and not timely. Patient's body type and peripheral perfusion can both influence the result of non-invasive blood pressure monitoring.

With continuous and correct blood pressure monitoring, the resuscitation team can give adequate and timely treatment. In some trauma centers, arterial line insertion in trauma patients is a daily practice, while the evidence is inadequate and the potential benefit in unknown.

The main purpose of this study is to investigate the application of arterial line insertion in trauma patients. The study design is a prospective before-after study to exam whether arterial line insertion in trauma patients can reduce adverse event rate like hypovolemic shock and improve patient's outcomes.


Eligibility Criteria:
Inclusion Criteria:

* Glasgow Coma Scale (GCS) 13 or less
* SBP \< 90 mmHg
* Respiratory rate \< 10 or \> 29 breaths/min
* Fall from height \> 6 meters
* High-Risk Auto Crash: Partial or complete ejection, intrusion \> 30 cm any site, Need for extrication for entrapped patient, Death in passenger compartment
* Rider separated from transport vehicle with significant impact
* Penetrating injuries to head, neck, torso, and proximal extremities
* Skull deformity, suspected skull fracture
* Chest wall instability, deformity, or suspected flail chest
* Suspected pelvic fracture
* Suspected fracture of two or more proximal long bones
* Amputation proximal to wrist or ankle
* Active bleeding requiring a tourniquet or wound packing with continuous pressure
* Burns in conjunction with trauma

Exclusion Criteria:

* Pregnancy
* Patient or family who are unable to obtain informed consent
* Known coagulopathy that is inappropriate for arterial line insertion
* Known peripheral arterial occlusion disease that is inappropriate for arterial line insertion
* traumatic cardiac arrest

Age Range: 18 Years - N/A

Sex: ALL

Healthy Volunteers: False"
clinical_trial_NCT00927368.html,"NCT ID: NCT00927368

Title: Comparison Between Ultrasound Guided Femoral Nerve Block Versus Ultrasound Guided Femoral Nerve Block With the Use of Peripheral Nerve Stimulation for Patients Undergoing Total Knee Replacement.

Status: COMPLETED


Brief Summary:
This is a randomized study which will compare three femoral nerve catheter insertion techniques. Subjects will be randomized into one of thee groups, Group 1: ultrasound guided femoral nerve catheter using a stimulation needle and stimulating catheter, .Group 2: ultrasound guided femoral nerve catheter using a stimulation needle, but non-stimulating catheter, or Group 3: ultrasound guided femoral nerve block without stimulation.


Detailed Description:
This is a randomized study which will compare three femoral nerve catheter insertion techniques. Subjects will be randomized into one of thee groups, Group 1: ultrasound guided femoral nerve catheter using a stimulation needle and stimulating catheter, .Group 2: ultrasound guided femoral nerve catheter using a stimulation needle, but non-stimulating catheter, or Group 3: ultrasound guided femoral nerve block without stimulation.

* Pain Scores after surgery with be measured using the VAS (Visual Analogue Scale). Subjects will be asked to rate their pain on a scale of 1-10.
* Block Performance time is the time from starting the block (after prepping and draping) until catheter is placed.
* Opioid requirements will be measured as the total amount of opioids (converted to morphine sulfate equivalents) used both during surgery, and during the first 48 hours after surgery.
* Block failure rate will be calculated as the rate of cases that requires repeating the block after surgery.


Eligibility Criteria:
Inclusion Criteria:

* 18 to 80 years old at time of surgery.
* Male or female patients undergoing total knee replacement under either general or neuraxial anesthesia (spinal or epidural). Intraoperative, patients will receive spinal anesthetics with 15 mg bupivacaine and 25mcg of fentanyl intrathecally.

Exclusion Criteria:

* Current or recent drug abuse (within past 6 months).
* Pregnancy.
* Patient refuses regional analgesia.

Age Range: 18 Years - 80 Years

Sex: ALL

Healthy Volunteers: False"
clinical_trial_NCT04520568.html,"NCT ID: NCT04520568

Title: Preventing Deoxygenation With High Flow Nasal Cannula Oxygen During Sedation for Video-assisted Thoracoscopic Surgery: A Randomized Controlled Trial

Status: UNKNOWN


Brief Summary:
High-flow nasal cannula (HFNC) is a device that delivers10 to 70 L min-1 of heated, humidified 100% oxygen via nasal route. It provides positive airway pressure, decreases dyspnea, decreases the work of breathing, and improves comfort


Detailed Description:
Beneficial effects of the HFNC system have been assessed based on 3 physiologic conditions: decreased dead space, a high concentration of inspiratory oxygen, and positive pressure in the oro-laryngeal cavity.Studies have shown that it improves oxygenation in various perioperative settings such as the apneic patients, patients with respiratory failure , and patients undergoing bronchoscopy


Eligibility Criteria:
Inclusion Criteria:

* ASA physical status II and III,
* undergoing VATS

Exclusion Criteria:

* refusal of patients
* extrem of age

Age Range: 30 Years - 70 Years

Sex: ALL

Healthy Volunteers: False"
clinical_trial_NCT00396968.html,"NCT ID: NCT00396968

Title: AMD3100 With Busulfan, Fludarabine and Thymoglobulin for Allogeneic Stem Cell Transplantation for Acute Myelogenous Leukemia and Myelodysplastic Syndromes

Status: WITHDRAWN


Brief Summary:
AMD3100 given in combination with busulfan, fludarabine (and thymoglobulin (ATG) for unrelated or HLA nonidentical donors) preparative regimen in patients with acute myelogenous leukemia (AML) / myelodysplastic syndromes (MDS).

This study aims to determine if in AML and MDS patients there is a reduction of malignant cells and enhanced elimination of the leukemia as assessed by progression free survival. Secondary goals will be to assess effects on engraftment, graft versus host disease (GVHD) and immune reconstitution.


Detailed Description:
This is a single centre phase I/II study which will be conducted in two stages. The ability of AMD3100 to augment the antileukemic effect of chemotherapy and stem cell transplantation in patients with MDS or with AML in first or subsequent relapse, second or greater remission or primary induction failure will be assessed.

The primary objective in Stage 1 is to determine an acceptably safe dose, utilizing the continual reassessment method (CRM).The CRM is a model-based statistical procedure for conducting phase I clinical trials that assigns doses to successive cohorts of patients based on the doses given and outcomes observed (toxicity or no toxicity) of all previous patients. In this sense, the method is ""outcome-adaptive."" The CRM relies on a simple Bayesian model for the probability of toxicity as a function of dose. As the dose-toxicity data in the trial accumulate the Bayesian model ""learns"" about the relationship between dose and probability of toxicity. Numerous computer simulation studies (and the references therein) have shown that the CRM has greatly superior properties compared to conventional ""3+3"" algorithms. This is due to the facts that conventional algorithms are not model-based, they only use data from the most recent 6 patients, and they tend to stop the trial very early, with the consequences that they are very likely to give very unreliable estimates of the toxicity probability at each dose and provide an unreliable recommended maximum tolerated dose (MTD).

Under the particular version of the CRM being used in this trial, following treatment of the first cohort of three patients at the initial dose level 80 µg/kg, the following decisions are possible:

* If 0 of the first 3 patients (#1, 2 and 3) experience toxicity, then the method will escalate and the second cohort of patients (#4, 5 and 6) will be treated at the second dose level, 160 µg/kg.
* If either 1 or 2 of the first 3 patients experience toxicity, then the method will stay at the starting dose, so the second cohort will be treated at the lowest dose level, 80 µg/kg.
* If all 3 of the first 3 patients experience toxicity, then the posterior probability that the lowest dose is unacceptably toxic will be 0."
clinical_trial_NCT06365268.html,"NCT ID: NCT06365268

Title: Perinatal Thoraco-abdominal Tumors Management in Infants : a Multicenter Experience

Status: COMPLETED


Brief Summary:
Congenital tumors are a rare diagnosis in the fetus and newborn. They differ from those of children and adults in terms of the nature, location and evolution of the tumor.

Indeed, some histologically benign tumors may have lethal potential in utero (e.g. sacrococcygeal teratomas) or even undergo malignant transformation if left untreated. In contrast, other tumors that are malignant by histological criteria may have a very good prognosis, regressing spontaneously within the first year of life (e.g. neuroblastoma).

Despite advances in imaging, benign and malignant solid tumors remain a major diagnostic and prognostic challenge in the antenatal context.

The management of congenital tumors requires multidisciplinary expertise, taking into account the perinatal context, which poses specific problems, particularly in terms of therapeutic aspects, but also the frequent existence of associated malformations and/or genetic predisposition syndromes.

This study focuses on solid tumors of the thoraco-abdomino-pelvic region, the main objective being to investigate the correlation between antenatal clinical and radiological analysis and confirmed postnatal diagnosis of congenital solid truncal tumors, as well as the developmental spectrum in which they fit.


Detailed Description:
Congenital tumors are a rare diagnosis in the fetus and newborn. Despite advances in imaging techniques, it remains a major diagnostic and prognostic challenge. The congenital tumor differs from that of the child and adult in terms of tumoral nature, localization and evolution.

The investigation of a congenital tumor must be multidisciplinary and exhaustive, since it is estimated that congenital tumors are associated with a genetic predisposition syndrome in 10% to 15% of cases, and this proportion is set to rise in the coming years.

Precise analysis of the spectrum of tumors involved, and diagnosis of the nature of the tumor, are the basis for advice and pre- and post-natal care. Prenatal information given to parents must be accurate and precise, as the diagnosis of a congenital tumor may lead to a request for medical termination of pregnancy.

Diagnostic performance in the characterization of a tumor mass in antenatal care is still imperfect.

Diagnostic performance in the characterization of a tumor mass in antenatal care is still imperfect.

By reporting on our experience in the management of congenital tumors in the Ile-de-France region, we aim to improve our understanding of the developmental spectrum in which these tumors occur. By clarifying the diagnosis, the resulting management can be optimized and adapted to each situation. The challenge is to treat the tumor effectively and sustainably, while avoiding overly aggressive treatments when they are not indicated."
clinical_trial_NCT03065868.html,"NCT ID: NCT03065868

Title: Effect of H. Pylori Eradication on the Fate of H. Pylori-associated Gastric Polyp (Randomized Controlled Study)

Status: COMPLETED


Brief Summary:
Evaluation of the effect of H. pylori eradication on regression of H. pylori-related gastric polyp (Ranomized controlled trial)

1. Study design: open labeled RCT
2. Study group H. pylori eradication group (N=17), non-eradication group (N=15)
3. Treatment plan

   1. Baseline EGD

      : 0.3-1cm sized polyp - bx \& CLO test (antrum \& body)

      ==\> if H. pylori positive and eligible patients, randomization
   2. Triple therapy
   3. UBT (4week after eradication)
   4. Follow-up EGD: gross finding, CLO test
4. Evaluation of polyp regression

   1. disappear
   2. regression over 50% (size, number)
   3. no change or increase (size, number)


Detailed Description:
(A) Study population

1. inclusion HP-realetd polyp polyp size with 0.3cm-1cm 20 yr - 70yr
2. exclusion peptic ulcer, healing stage or acute stage recent use of PPI within 4weeks Liver cirrhosis, renal insufficiency, other serious chronic or acute disease current infection of other bacteria, virus, or fungus cancer, psychologic disease heavy drinker drug abuser pregnant women, Penicillin allergy, digoxin, antifungal, wafarin previosu H. pylori eradication enroll gastric polyp with bleeding or malignant transformation tiny polyp less than 3mm.

(B) Study method

1. Study design: open labeled RCT
2. Study group H. pylori eradication group (N=17), non-eradication group (N=15)
3. Treatment plan

   1. Baseline EGD: 0.3-1cm sized polyp - bx \& CLO test (antrum \& body) ==\> if H. pylori positive and eligible patients, randomization
   2. Triple therapy
   3. UBT (4week after eradication) if eradication failure in triple therapy, 2nd line treatment (metroniazole based quadraple therpay) and the UBT (4week after eradication)
   4. Follow-up EGD (3-9M): gross finding, CLO test
4. Evaluation of polyp regression

   1. disappear
   2. regression over 50% (size, number)
   3. no change or increase (size, number)
5. Statistical analysis

   1. Chi-square test to compare polyp regression between treatment \& control group.
   2. t-test to compare continuous variables between treatment \& control group.
   3. Paired T-test to compare the size between baseline and follow-up EGD.
   4. Regression analysis: univariate \& multivariate analysis.


Eligibility Criteria:
Inclusion Criteria:

* Gastric polyp with current infection of H. pylori
* Gastric polyp size with 3mm-10mm
* Age of 20 yr - 70yr

Exclusion Criteria:

* Gastric ulcer ir duodenal ulcer (healing stage or acute stage)
* Use of PPI within 4weeks
* Liver cirrhosis, renal insufficiency, other serious chronic or acute disease
* Current infection of other bacteria, virus, or fungus
* Any cancer, psychologic disease
* Heavy drinker
* Drug abuser
* Pregnant women
* Penicillin allergy
* Use of digoxin, antifungal, wafarin
* Previous H."
clinical_trial_NCT00759668.html,"NCT ID: NCT00759668

Title: Visual Function and Patient Satisfaction After Bilateral Implantation of AcrySof Natural ReSTOR (Model SN60D3) or AcrySof Natural Monofocal (Model SN60AT)

Status: COMPLETED


Brief Summary:
The purpose of the study is:

* to compare visual parameters (Subjective refraction and Visual Acuity (VA)) and safety (tilt, decentration and posterior chamber opacification (PCO)) in a prospective series of 40 patients after bilateral implantation of AcrySof Natural ReSTOR (Model SN60D3) or AcrySof Natural Monofocal (Model SN60AT)
* to assess patient satisfaction before and after implant


Eligibility Criteria:
Inclusion:

* Written informed consent
* Age: ≥ 50 years ≤ 75 years
* Bilateral age related cataract, to be extracted and followed by the implantation of Posterior Chamber Intraocular Lenses (IOLs)
* Pre-operative and post-operative astigmatism ≤ 1 Diopter (D), as from Keratometry readings
* Potential post operative Visual Acuity (VA) ≥ 20/40
* Second eye surgery to take place no longer than 45 days after the first implant

Exclusion:

* Irregular optical aberrations;
* Pupil diameter in scotopic conditions more than 6 mm
* Degenerative visual pathologies (ex: Age-related Macular Degeneration (AMD))
* Other exclusions as from ReSTOR Directions for Use (DFU)

Age Range: 50 Years - 75 Years

Sex: ALL

Healthy Volunteers: False"
clinical_trial_NCT06717568.html,"NCT ID: NCT06717568

Title: Assessment of Adolescent Idiopathic Scoliosis Based on 3D Imaging Technology Using a Depth Camera

Status: RECRUITING


Brief Summary:
Adolescent Idiopathic Scoliosis (AIS) is a common spinal deformity affecting adolescent health, and early diagnosis and accurate assessment are crucial for preventing disease progression. Traditional assessment indicators, such as the trunk rotation angle (ATR) and Cobb angle, rely on clinical examinations and X-ray imaging, which have certain limitations, including radiation exposure and insufficient sensitivity. The Back Height Difference (BHD), as a quantitative measure of the back surface morphology, may reflect the degree of trunk deformity caused by scoliosis.

The use of the Kinect v2 depth camera to capture three-dimensional point cloud data of the back provides a high-precision, radiation-free assessment method.


Eligibility Criteria:
Inclusion Criteria:

(1) Adolescents aged 10-18 years, diagnosed with adolescent idiopathic scoliosis (AIS) with a Cobb angle ≥10°; (2) No history of spinal surgery or other corrective treatments; (3) Able to undergo short-term inpatient treatment (5 days) and comply with study procedures.

Exclusion Criteria:

(1) Patients with congenital, neuromuscular, or other secondary scoliosis; (2) Presence of major comorbidities affecting spinal structure or muscle tone (e.g., spinal cord injury, muscular dystrophy); (3) Patients unable to complete standardized assessment procedures.

Age Range: 10 Years - 18 Years

Sex: ALL

Healthy Volunteers: False"
clinical_trial_NCT06839768.html,"NCT ID: NCT06839768

Title: The MILES Trial: Prospective Randomized Trial of Safety and Efficacy of Minimally-invasive Versus Standard Laser Enucleation of the Prostate

Status: RECRUITING


Brief Summary:
Endoscopic enucleation of the prostate (EEP) is a standard treatment for benign prostatic hyperplasia (BPH), with modifications such as MiLEP that utilizes smaller instruments. The reduced resectoscope diameter in MiLEP may help decrease rates of stress urinary incontinence (SUI) and urethral strictures.

Objective: to compare the efficacy and safety of MiLEP and standard EEP with a thulium fiber laser (TFL).


Eligibility Criteria:
Inclusion Criteria:

LUTS presence, proven by:

1. IPSS questionnaire (Score \>20);
2. OR uroflowmetry result (Qmax \<10 ml/s);

Exclusion Criteria:

* Prostate volume \> 120 cc
* Prostate cancer on pathology;
* Urethral strictures;
* Bladder calculi;
* Prior prostate surgery;
* Neurogenic bladder dysfunction.

Age Range: 18 Years - 85 Years

Sex: MALE

Healthy Volunteers: False"
